Rec,Inf,UID,Name,Best Pos,Age,Club,Division,Mins,Tgls/90,Tcon/90,Gls,Goals Outside Box,Shot/90,xG/shot,Shot %,ShT/90,Shots Outside Box/90,Gls/90,xG/90,NP-xG/90,xG-OP,Conv %,Ast,Asts/90,Ps A/90,Pas %,xA/90,OP-KP/90,Ch C/90,Drb/90,Pr passes/90,OP-Crs A/90,OP-Cr %,Crs A/90,Cr C/A,Tck A,Tck R,Pres A/90,Pres C/90,Poss Won/90,Poss Lost/90,K Tck/90,Int/90,Clr/90,Blk/90,Shts Blckd/90,Aer A/90,Hdr %,K Hdrs/90,Sprints/90,Dist/90,Gl Mst,Fls,FA,Yel,Red,Wage,Transfer Value
- - -,Wnt,66044734,Oh Hyeon-Gyu,ST (C),25,Genk,Jupiler Pro League,"2,414",1.3,0.82,8,1,1.75,0.16,45%,0.78,0.34,0.3,0.28,0.28,0.47,17%,1,0.04,22.82,83%,0.04,0.6,0.22,0.56,1.08,0.11,33%,0.11,33%,42,71%,4.7,1.3,3.88,5.44,0,1.19,0.48,0.11,0.04,10.1,32%,0.04,4.18,12.3km,1,16,31,2,0,"£10,000 p/w",£4.7M - £7.2M
- - -,,18083974,Bryan Heynen,M (C),29,Genk,Jupiler Pro League,"2,418",1.56,0.97,2,1,1.27,0.07,50%,0.63,1.04,0.07,0.08,0.08,-0.21,6%,2,0.07,60.33,90%,0.14,0.97,0.22,0.45,6.22,0.19,13%,4.21,20%,67,75%,8.86,2.53,8.71,9.34,0.04,1.49,0.6,0.26,0.11,3.91,41%,0,10.05,13.2km,0,22,13,4,1,"£14,000 p/w",£650K - £6.2M
- - -,,92021650,Anthony Jung,D (L),34,Freiburg,Bundesliga,"2,015",1.74,0.98,1,0,0.58,0.11,62%,0.36,0.13,0.04,0.06,0.06,-0.41,8%,1,0.04,63.02,93%,0.03,0.45,0.22,0.18,4.56,0.36,0%,0.36,-,46,70%,3.39,1.3,9.87,6.03,0.31,1.88,1.25,0.49,0.27,5.99,63%,0.4,9.16,12.1km,0,12,4,3,0,"£22,000 p/w",£70K - £700K
- - -,Wnt,2000200565,Mathis Amougou,M (C),20,Strasbourg,Ligue 1 Uber Eats,"1,212",1.71,1.26,1,0,0.74,0.08,50%,0.37,0.67,0.07,0.06,0.06,0.22,10%,0,-,58.59,88%,0.05,0.67,0.22,1.71,6.83,0.37,40%,0.37,40%,51,69%,13.44,3.19,9.36,8.17,0.15,1.49,0.82,0.37,0.22,2.6,31%,0,14.85,14.3km,0,8,7,2,0,"£1,400 p/w",£650K - £1.5M
- - -,Wnt,19386116,Abner Vinicius,D (L),26,Lyon,Ligue 1 Uber Eats,"2,032",1.2,0.93,2,0,0.62,0.14,43%,0.27,0.4,0.09,0.09,0.05,0.03,14%,1,0.04,65.91,91%,0.06,0.49,0.22,1.37,9.52,1.68,10%,2.75,7%,80,88%,10.01,2.75,14,8.55,0.27,3.41,1.55,0.97,0.4,3.59,52%,0.27,9.61,13.5km,0,14,5,2,0,"£16,500 p/w",£6M - £9.4M
- - -,Inj,91151073,Arne Maier,M (C),27,Augsburg,Bundesliga,"2,041",1.32,1.23,4,1,1.15,0.13,38%,0.44,0.49,0.18,0.15,0.15,0.68,15%,2,0.09,47.32,84%,0.16,1.28,0.22,2.03,4.45,1.32,26%,3.62,23%,55,87%,13.18,3.62,8.25,12.66,0,1.9,0.79,0.53,0.22,5.42,35%,0.22,11.77,13.1km,0,13,26,2,0,"£24,000 p/w",£3.9M - £7.4M
- - -,,92017509,Rani Khedira,DM,32,Union Berlin,Bundesliga,"2,450",1.32,1.36,1,0,0.51,0.13,29%,0.15,0.33,0.04,0.07,0.07,-0.86,7%,0,-,40.89,86%,0.07,0.73,0.22,0.84,4.37,0.55,20%,0.55,20%,93,73%,13.52,3.71,9.66,8.04,0.04,1.91,0.55,0.4,0.18,5.07,48%,0.15,14.18,13.4km,1,54,11,11,1,"£16,000 p/w",Not for Sale
- - -,Inj,37063419,Ragnar Ache,ST (C),27,FC Köln,Bundesliga,"1,230",1.17,1.46,4,0,2.05,0.14,39%,0.8,0.73,0.29,0.28,0.28,0.15,14%,3,0.22,26.2,85%,0.09,0.8,0.22,1.46,1.02,0.59,0%,0.59,-,30,63%,7.32,1.54,4.1,8.12,0,1.1,0.59,0.22,0.07,8.2,57%,0.44,4.83,12.3km,1,6,24,1,0,"£7,500 p/w",Not for Sale
- - -,,49054307,Marvin Senaya,D (R),25,Auxerre,Ligue 1 Uber Eats,"2,464",1.17,1.42,2,1,0.69,0.1,58%,0.4,0.44,0.07,0.07,0.07,0.18,11%,2,0.07,26.96,84%,0.12,1.02,0.22,1.35,2.81,6.5,11%,6.9,10%,91,78%,12.24,3.25,11.65,13.77,0.18,2.89,1.53,0.51,0.11,4.02,60%,0.15,15.56,13.8km,2,19,15,4,0,"£2,300 p/w",£180K - £1.8M
- - -,,2000165828,Mohammed Fuseini,ST (C),24,Union Saint-Gilloise,Jupiler Pro League,"2,059",1.22,1.36,7,1,1.97,0.18,60%,1.18,0.66,0.31,0.35,0.35,-1.02,16%,4,0.17,30.95,87%,0.19,1.01,0.22,1.88,1.36,2.67,16%,2.67,16%,44,82%,9.44,2.05,4.5,9.4,0,1.22,0.83,0.17,0.09,8.22,16%,0,7.34,13.0km,0,44,15,2,0,"£1,700 p/w",£250K - £2.6M
- - -,Int,49053681,Wilguens Paugain,D (R),24,Zulte Waregem,Jupiler Pro League,"2,471",0.87,1.6,0,0,0.18,0.13,80%,0.15,0.07,-,0.02,0.02,-0.66,-,2,0.07,50.15,89%,0.08,0.55,0.22,0.87,6.52,2.84,19%,2.91,19%,78,78%,8.05,2.04,9.32,9.65,0.04,1.93,2.11,0.87,0.36,3.97,25%,0.07,9.47,12.5km,0,13,5,3,0,£180 p/w,£60K - £190K
- - -,,14154663,Kevin Mac Allister,D (R),28,Union Saint-Gilloise,Jupiler Pro League,"2,485",0.94,1.52,0,0,0.51,0.06,14%,0.07,0.29,-,0.03,0.03,-0.89,-,3,0.11,45.89,89%,0.1,0.69,0.22,1.27,4.93,1.81,24%,1.81,24%,124,78%,11.26,2.35,9.09,8.44,0.11,2.64,1.67,1.05,0.4,4.67,50%,0.14,9.81,12.9km,0,42,20,6,0,"£5,250 p/w",£150K - £1.5M
- - -,Wnt,14223179,Luis Vázquez,ST (C),25,Anderlecht,Jupiler Pro League,"3,334",1.73,1.13,18,2,3.75,0.17,43%,1.62,0.46,0.49,0.63,0.61,-5.32,13%,3,0.08,22.43,84%,0.06,0.62,0.22,0.49,0.27,0.08,0%,0.08,-,30,70%,4.18,0.86,4.13,6.18,0,0.62,0.13,0.22,0.08,12.44,59%,0.16,4.7,11.8km,0,43,42,1,0,"£5,750 p/w",£550K - £4.7M
- - -,,91108281,Jonas Meffert,DM,31,Hamburg,Bundesliga,"2,501",1.3,1.19,2,0,1.48,0.09,34%,0.5,0.79,0.07,0.14,0.14,-1.89,5%,3,0.11,51.57,89%,0.12,0.76,0.22,0.83,4.43,0.5,36%,0.5,35%,87,69%,9.36,2.55,9.54,7.59,0.18,2.05,0.61,0.54,0.25,5.61,63%,0.29,13.35,13.4km,0,47,12,11,0,"£13,000 p/w",£2.7M - £5.4M
- - -,Wnt,2000066467,Takahiro Akimoto,ST (C),28,OH Leuven,Jupiler Pro League,"2,529",1.42,1.39,0,0,0.5,0.09,50%,0.25,0.28,-,0.05,0.05,-1.3,-,2,0.07,40.89,86%,0.1,0.75,0.21,1.53,5.55,2.31,16%,2.67,13%,101,83%,9.4,2.42,12.21,9.79,0.04,2.56,1.96,0.64,0.18,6.05,59%,0.53,12.42,13.1km,1,13,9,2,0,"£1,600 p/w",£110K
- - -,,91108278,Dominik Kohr,DM,32,Mainz 05,Bundesliga,"2,540",1.2,1.1,1,0,1.38,0.05,36%,0.5,1.28,0.04,0.07,0.07,-0.92,3%,1,0.04,54,89%,0.11,1.35,0.21,0.99,4.5,0.46,23%,0.46,23%,111,78%,13.25,3.65,10.38,8.08,0.07,2.16,0.89,0.5,0.11,4.29,39%,0.18,12.61,13.9km,0,56,18,15,1,"£35,000 p/w",Not for Sale
- - -,,2000015165,Wassim Lantaki,D (L),22,Mechelen,Jupiler Pro League,"1,707",1.69,1,1,0,0.37,0.14,29%,0.11,0.21,0.05,0.05,0.05,0.05,14%,3,0.16,50.98,90%,0.12,0.79,0.21,0.58,5.54,2.79,14%,3.37,15%,85,82%,7.38,2.27,12.02,8.75,0.05,1.69,1.58,1.11,0.21,6.01,62%,0.26,11.12,12.8km,0,32,3,5,0,£400 p/w,£450K - £1.4M
- - -,,13102011,Ally Samatta,ST (C),33,Le Havre,Ligue 1 Uber Eats,"2,145",0.92,1.55,5,0,1.38,0.19,48%,0.67,0.5,0.21,0.27,0.27,-1.43,15%,2,0.08,23.16,85%,0.08,0.59,0.21,0.84,0.42,0.46,18%,0.46,18%,78,77%,6.17,1.59,4.49,7.64,0.04,1.05,0.38,0.13,0.04,12.46,31%,0.04,6.25,12.3km,0,33,44,1,0,"£11,500 p/w",£30K - £300K
- - -,,85138173,Gauthier Hein,AM (R),29,Metz,Ligue 1 Uber Eats,"1,745",1.08,2.27,1,0,1.29,0.1,24%,0.31,0.93,0.05,0.14,0.14,-1.62,4%,4,0.21,33.42,81%,0.08,0.83,0.21,2.53,3.51,1.81,15%,2.42,17%,44,84%,16.5,4.54,7.32,11.3,0.05,1.81,0.72,0.52,0.05,3.71,18%,0,13.05,13.6km,0,13,30,2,0,"£8,250 p/w",£1.3M - £2.8M
- - -,,66042120,Hong Hyun-Seok,M (C),26,Nantes,Ligue 1 Uber Eats,"1,313",0.75,1.44,2,0,1.23,0.1,39%,0.48,0.75,0.14,0.12,0.12,0.28,11%,2,0.14,55.18,89%,0.07,0.96,0.21,1.44,3.15,0.55,0%,0.55,-,36,78%,12.2,2.6,6.65,9.32,0,1.78,0.55,0.41,0.07,2.81,29%,0.07,8.5,13.2km,0,1,11,0,0,"£28,000 p/w",£375K - £3.7M
- - -,,91137228,Lucas Höler,ST (C),31,Freiburg,Bundesliga,"2,630",1.37,1.13,9,0,1.75,0.15,57%,0.99,0.38,0.31,0.26,0.26,1.5,18%,2,0.07,21.15,86%,0.07,0.51,0.21,0.65,0.75,0.55,13%,0.55,12%,47,62%,7.6,1.78,3.94,5.54,0,0.89,0.21,0.38,0.21,7.9,43%,0.14,7.56,12.1km,1,36,30,4,0,"£10,000 p/w",Not for Sale
- - -,,67135344,Lucas Vázquez,D (R),34,Bayer Leverkusen,Bundesliga,"2,195",1.23,1.44,0,0,0.53,0.1,38%,0.21,0.33,-,0.05,0.05,-1.26,-,3,0.12,45.18,88%,0.09,0.86,0.21,1.56,5.99,3.4,13%,3.98,14%,97,82%,11.69,3.61,10.54,11.97,0.08,2.54,1.31,0.86,0.29,4.92,23%,0.04,13.74,13.8km,1,25,23,5,0,"£180,000 p/w",Not for Sale
- - -,Wnt,45117151,Joel Chima Fujita,DM,24,St Pauli,Bundesliga,"1,321",1.16,1.64,0,0,0.61,0.1,22%,0.14,0.55,-,0.06,0.06,-0.9,-,0,-,45.92,85%,0.07,0.68,0.2,0.34,5.45,0.27,0%,0.27,-,51,75%,12.54,3.47,11.79,8.04,0.07,1.98,1.57,0.55,0.41,4.63,29%,0.2,14.1,14.0km,0,18,7,1,0,"£4,700 p/w",£190K - £1.9M
- - -,,18044169,Benito Raman,ST (C),31,Mechelen,Jupiler Pro League,"3,095",1.37,1.05,20,1,2.18,0.25,49%,1.08,0.81,0.58,0.53,0.44,1.62,27%,4,0.12,22.07,84%,0.08,0.67,0.2,0.87,1.11,0.35,16%,0.73,8%,57,68%,5.7,1.51,3.34,6.31,0.06,0.61,0.29,0.06,0.03,9.65,29%,0.03,4.97,11.9km,0,31,30,3,0,£725 p/w,Not for Sale
- - -,Int,98034815,Andi Zeqiri,ST (C),26,Genk,Jupiler Pro League,"3,097",1.51,1.02,10,0,1.89,0.21,55%,1.05,0.29,0.29,0.39,0.27,-3.38,15%,4,0.12,35.72,87%,0.1,0.67,0.2,2.41,2.38,3.69,8%,3.78,7%,94,74%,12.47,3.31,6.63,11.77,0.06,1.42,0.44,0.26,0.03,8.17,38%,0.09,11.42,12.8km,0,45,66,6,0,"£6,500 p/w",£350K - £3.6M
- - -,,2000091093,Moïse Sahi Dion,ST (C),24,FCV Dender,Jupiler Pro League,"3,105",1.39,1.3,15,1,1.77,0.2,48%,0.84,0.7,0.43,0.35,0.35,2.92,25%,2,0.06,18.43,86%,0.06,0.61,0.2,0.72,0.58,0.49,11%,0.55,11%,42,79%,5.57,1.28,3.04,4.23,0,0.72,0.09,0.14,0.12,12.87,17%,0.06,5.48,12.0km,0,49,30,2,0,"£5,000 p/w",£700K - £1.5M
- - -,,83177137,Koffi Kouao,D (R),28,Metz,Ligue 1 Uber Eats,"2,233",1.01,1.77,0,0,0.64,0.07,25%,0.16,0.56,-,0.04,0.04,-1.04,-,2,0.08,33.41,83%,0.08,0.52,0.2,1.45,3.67,2.1,13%,2.74,9%,117,80%,8.3,2.02,12.49,10.44,0.24,2.74,1.65,0.73,0.32,4.07,44%,0.32,14.03,13.2km,2,38,7,8,0,"£12,750 p/w",£1.1M - £2.3M
- - -,,91208792,Enrique Lofolomo,DM,26,Zulte Waregem,Jupiler Pro League,"2,265",0.68,1.31,2,1,0.44,0.06,27%,0.12,0.28,0.08,0.03,0.03,1.3,18%,1,0.04,61.19,88%,0.1,0.68,0.2,0.72,5.13,0.4,10%,0.4,10%,69,81%,8.38,1.79,9.02,9.02,0.12,1.27,1.79,0.68,0.44,4.37,74%,0.64,7.63,12.9km,0,52,12,10,0,"£1,600 p/w",£55K - £550K
- - -,Int,25045644,Alex Král,DM,28,Union Berlin,Bundesliga,"1,847",1.41,1.07,5,1,1.22,0.15,36%,0.44,0.58,0.24,0.18,0.18,1.21,20%,2,0.1,34.55,84%,0.1,0.88,0.19,1.22,2.78,0.83,24%,0.83,23%,65,82%,13.64,3.51,8.77,8.14,0.05,1.85,0.49,0.34,0.05,6.14,40%,0.19,15.11,14.2km,0,35,28,6,1,"£24,500 p/w",£9.2M - £14M
- - -,,18116009,Ilias Sebaoui,AM (L),24,Sint-Truiden,Jupiler Pro League,"2,309",1.4,1.29,8,2,1.01,0.17,77%,0.78,0.27,0.31,0.17,0.14,3.63,31%,2,0.08,33.33,81%,0.13,0.82,0.19,2.1,2.22,1.99,17%,2.46,13%,73,78%,13.6,3.59,7.76,11.58,0,2.07,1.05,0.19,0.04,7.68,40%,0.04,10.99,13.9km,1,30,33,2,0,"£7,000 p/w",£1.2M - £2.7M
- - -,,73201428,Guela Doué,D (R),23,Strasbourg,Ligue 1 Uber Eats,"2,315",1.24,2.02,0,0,0.23,0.08,67%,0.16,0.12,-,0.02,0.02,-0.5,-,4,0.16,39.46,87%,0.09,0.93,0.19,0.97,4.59,3.23,15%,3.3,15%,99,78%,8.71,2.33,11.66,10.54,0.27,2.49,1.56,0.62,0.35,6.49,71%,0.89,19.05,13.9km,2,36,10,8,1,"£17,000 p/w",£60K - £3.3M
- - -,,91126294,Maximilian Eggestein,M (C),29,Freiburg,Bundesliga,"3,251",1.63,1.11,2,0,0.8,0.13,38%,0.3,0.36,0.06,0.1,0.06,-1.69,7%,2,0.06,57,88%,0.07,0.91,0.19,0.55,6.81,0.36,13%,0.42,15%,137,78%,11.9,3.16,8.78,8.83,0.08,1.44,1.14,0.36,0.22,3.85,48%,0.19,11.68,13.4km,1,45,13,5,0,"£26,500 p/w",£5.8M - £9M
- - -,,37076179,Aimé Omgba,AM (L),23,Gent,Jupiler Pro League,"1,858",0.78,1.26,4,0,1.5,0.16,39%,0.58,0.63,0.19,0.24,0.24,-1.03,13%,1,0.05,30.57,84%,0.07,0.87,0.19,3.63,1.89,2.52,14%,4.12,15%,56,86%,12.26,3.2,5.62,11.14,0,1.79,1.21,0.24,0.1,5.18,7%,0,7.36,12.7km,1,18,24,0,0,"£2,700 p/w",£45K - £450K
- - -,,49059805,Andréas Hountondji,ST (C),23,St Pauli,Bundesliga,"2,329",1.12,1.7,14,4,2.32,0.16,53%,1.24,0.58,0.54,0.37,0.37,4.4,23%,2,0.08,18.86,76%,0.12,0.73,0.19,1.04,0.93,0.7,11%,0.7,11%,62,66%,8,2.01,5.64,8.5,0,1.58,0.43,0.23,0.12,12.56,47%,0.12,6.3,12.4km,0,50,43,8,0,"£6,000 p/w",£4.5M - £8.6M
- - -,,91175827,Lars Ritzka,D (L),28,St Pauli,Bundesliga,"2,358",0.99,1.87,0,0,0.69,0.07,39%,0.27,0.27,-,0.05,0.05,-1.18,-,3,0.11,32.63,82%,0.12,0.65,0.19,1.11,3.74,2.82,18%,5.38,10%,125,83%,10.27,2.63,14.27,11.68,0.11,3.05,1.64,0.95,0.34,6.26,55%,0.61,17.86,13.4km,2,35,7,7,0,"£2,500 p/w",£30K - £325K
- - -,Wnt,91138645,Jonas Föhrenbach,D (L),30,Heidenheim,Bundesliga,"1,892",0.57,1.05,0,0,0.48,0.07,30%,0.14,0.29,-,0.03,0.03,-0.66,-,0,-,31.82,84%,0.07,0.71,0.19,1.95,4.66,3.19,13%,3.23,13%,123,90%,11.75,2.57,13.89,11.56,0.19,3.62,1.9,0.86,0.24,4.57,44%,0.19,16.17,13.4km,1,30,16,6,0,"£10,000 p/w",£600K - £1.3M
- - -,,48032631,Florian Sotoca,ST (C),35,Lens,Ligue 1 Uber Eats,"2,400",1.69,1.39,11,1,1.76,0.18,55%,0.97,0.26,0.41,0.32,0.32,2.34,23%,1,0.04,26.29,86%,0.05,0.49,0.19,0.56,0.64,0.34,22%,0.34,22%,52,79%,8.36,1.99,5.25,6.15,0,1.43,0.3,0.15,0.07,12.22,38%,0.07,6.86,13.0km,0,21,31,1,0,"£11,500 p/w",£45K - £475K
- - -,Int,29132976,Jean-Kevin Duverne,D (C),28,Nantes,Ligue 1 Uber Eats,"2,400",0.94,1.12,1,0,0.38,0.1,50%,0.19,0.04,0.04,0.04,0.04,0,10%,1,0.04,57.94,90%,0.03,0.49,0.19,0.79,5.81,0.56,13%,0.6,13%,96,85%,9.34,2.51,15.19,7.95,0.15,2.62,1.27,0.79,0.26,6.49,80%,0.82,8.17,12.1km,0,15,7,3,0,"£10,250 p/w",£550K - £5.4M
- - -,,91204663,Eren Dinkci,AM (R),24,Freiburg,Bundesliga,"2,887",1.28,1.09,8,2,1.87,0.13,42%,0.78,0.81,0.25,0.24,0.24,0.15,13%,4,0.12,30.46,83%,0.07,0.62,0.19,2.9,2.15,2.21,6%,2.21,5%,121,79%,11.88,3.15,5.67,12.28,0.06,1.87,0.81,0.22,0.06,5.05,28%,0.06,9.85,13.1km,0,45,66,4,0,"£14,000 p/w",£425K - £4.3M
- - -,,13139098,Moses Simon,AM (L),30,Paris FC,Ligue 1 Uber Eats,"1,931",1.21,2.24,9,2,1.54,0.12,52%,0.79,0.65,0.42,0.19,0.19,5,27%,1,0.05,30.34,82%,0.08,0.79,0.19,3.68,3.22,3.78,13%,4.05,11%,76,80%,16.73,3.92,7.55,12.44,0,1.96,0.84,0.61,0.14,3.5,15%,0,12.35,13.5km,1,18,23,3,0,"£46,000 p/w",£5.2M - £7.8M
- - -,Inj,73201429,Malcolm Viltard,M (C),23,FCV Dender,Jupiler Pro League,"2,902",1.4,1.43,1,0,0.84,0.07,22%,0.19,0.71,0.03,0.06,0.04,-1.02,4%,0,-,54.33,86%,0.09,0.99,0.19,0.87,5.49,0.4,19%,1.46,7%,110,76%,10.02,2.67,8.84,9.15,0.19,2.08,0.99,0.43,0.28,3.57,36%,0.03,7.26,13.3km,1,43,9,8,0,£825 p/w,£900K - £2M
- - -,,47079007,Terem Moffi,ST (C),27,Nice,Ligue 1 Uber Eats,"1,954",1.8,1.61,16,0,3.18,0.19,48%,1.52,0.74,0.74,0.6,0.53,2.95,23%,3,0.14,22.85,81%,0.08,0.83,0.18,1.52,0.97,0.69,19%,0.74,20%,40,78%,6.45,1.29,5.25,6.86,0.05,1.11,0.14,0.05,0,10.27,53%,0.14,5.11,12.3km,1,28,23,3,0,"£17,000 p/w",£17M - £21M
- - -,Wnt,67249928,Mujaid Sadick,D (R),26,Genk,Jupiler Pro League,"3,422",1.63,0.92,2,0,0.5,0.1,68%,0.34,0.16,0.05,0.05,0.05,0.15,11%,2,0.05,56.28,92%,0.08,0.5,0.18,0.71,4.87,1.79,13%,1.81,13%,66,86%,3.71,1.18,12.05,7.02,0.13,2.03,1.05,0.29,0.21,6.44,57%,0.32,8.26,11.8km,1,43,11,15,1,"£7,250 p/w",£650K - £8.6M
- - -,Lst,91167376,Florian Neuhaus,M (C),29,Gladbach,Bundesliga,"1,956",1.2,1.47,2,2,1.84,0.08,35%,0.64,1.15,0.09,0.15,0.15,-1.32,5%,1,0.05,42.01,86%,0.09,0.97,0.18,1.24,3.36,0.6,25%,0.74,23%,72,71%,11.6,2.94,8.7,7.27,0.18,1.75,0.64,0.51,0.32,3.36,33%,0.09,15.69,13.7km,0,28,12,4,0,"£77,000 p/w",£1.7M
- - -,,70138807,Youssouf Ndayishimiye,DM,27,Nice,Ligue 1 Uber Eats,"1,469",1.41,1.29,2,0,0.61,0.12,50%,0.31,0.25,0.12,0.08,0.08,0.75,20%,0,-,56.79,89%,0.06,0.8,0.18,0.49,5.09,0.49,25%,0.49,25%,50,76%,8.15,3.06,11.95,7.35,0.25,1.9,1.35,0.43,0.25,6.19,62%,0.67,12.44,12.6km,0,18,5,2,0,"£18,000 p/w",£5M - £6M
- - -,Wnt,2000020405,Philipp Sander,M (C),28,Gladbach,Bundesliga,"1,967",1.6,1.6,3,1,1.05,0.11,39%,0.41,0.59,0.14,0.11,0.11,0.53,13%,4,0.18,48.82,89%,0.11,1.05,0.18,1.05,4.16,0.55,13%,1.1,25%,81,69%,11.58,3.16,10.71,8.14,0.23,2.1,0.82,0.46,0.32,4.44,45%,0.37,10.34,13.8km,0,20,6,4,0,"£14,000 p/w",£4.3M - £8.2M
- - -,,28126245,CJ Egan-Riley,D (C),23,Marseille,Ligue 1 Uber Eats,"2,483",1.78,1.12,0,0,0.76,0.08,29%,0.22,0.33,-,0.06,0.06,-1.68,-,1,0.04,59.15,91%,0.09,0.62,0.18,0.76,8.74,1.2,12%,1.2,12%,100,75%,7.87,2.39,13.48,7.68,0.07,2.39,0.87,0.72,0.29,6.6,62%,0.65,11.64,13.0km,1,27,8,4,0,"£6,000 p/w",£8.4M - £9.8M
- - -,,2000105198,Steve N'Goura,ST (C),21,Cercle Brugge,Jupiler Pro League,"1,991",1.58,1.36,13,1,2.44,0.17,50%,1.22,0.63,0.59,0.41,0.41,3.94,24%,1,0.05,15.55,88%,0.06,0.41,0.18,0.27,0.41,0.54,17%,0.54,16%,21,86%,6.19,1.22,3.89,4.75,0,0.68,0.41,0.05,0,13.43,43%,0.14,5.11,12.3km,0,29,14,2,0,£240 p/w,£350K - £9.2M
- - -,,92097822,Christopher Scott,AM (L),23,Antwerp,Jupiler Pro League,"1,505",1.14,1.73,4,1,1.67,0.09,57%,0.96,0.96,0.24,0.16,0.16,1.39,14%,1,0.06,47.48,87%,0.08,0.96,0.18,3.65,4.96,2.81,15%,3.59,14%,66,92%,16.09,4.49,9.69,12.5,0.06,3.05,0.78,0.18,0.06,4.9,35%,0.06,9.57,13.6km,0,18,12,3,0,"£8,250 p/w",£200K - £2M
- - -,,85128159,Tanguy Ndombele,M (C),29,Nice,Ligue 1 Uber Eats,"2,011",1.43,1.52,4,1,1.48,0.09,45%,0.67,0.94,0.18,0.13,0.13,1.13,12%,2,0.09,54.78,88%,0.1,1.48,0.18,1.75,6.13,0.72,13%,0.72,12%,61,72%,10.74,2.42,8.1,9.17,0.09,1.83,0.54,0.27,0.27,3.67,38%,0.13,12.26,14.1km,0,27,15,5,0,"£70,000 p/w",£325K - £3.3M
- - -,,48044555,Samuel Essende,ST (C),28,Augsburg,Bundesliga,"2,022",1.47,1.34,10,3,2.54,0.13,49%,1.25,0.49,0.45,0.33,0.33,2.56,18%,2,0.09,26.22,82%,0.07,0.49,0.18,0.53,0.49,0.58,8%,0.58,7%,59,69%,8.9,2.18,4.09,7.74,0,0.45,0.4,0.13,0,10.5,62%,0.04,6.28,12.2km,1,28,30,1,0,"£14,000 p/w",£180K - £1.8M
- - -,,85140676,Naby Keïta,M (C),31,Werder Bremen,Bundesliga,"1,014",1.24,1.33,3,0,1.07,0.25,58%,0.62,0.36,0.27,0.27,0.27,0,25%,0,-,34.35,84%,0.07,0.62,0.18,1.15,2.66,0.71,20%,0.89,25%,34,79%,12.25,3.02,7.1,8.88,0.09,2.22,0.18,0.18,0.09,3.28,19%,0,11.8,13.5km,0,16,16,5,0,"£40,000 p/w",Not for Sale
- - -,,18027246,Hannes Van Der Bruggen,M (C),33,Cercle Brugge,Jupiler Pro League,"2,540",1.35,1.17,1,1,1.31,0.07,49%,0.64,0.89,0.04,0.09,0.09,-1.52,3%,3,0.11,50.81,85%,0.11,0.96,0.18,0.78,5.24,0.57,9%,3.4,12%,124,73%,14,4.18,10.91,11.3,0.14,1.81,0.85,0.43,0.21,5.56,61%,0.53,13.29,13.8km,0,63,13,13,1,"£5,500 p/w",£70K - £700K
- - -,Int,19165169,Carlens Arcus,D (R),29,Angers,Ligue 1 Uber Eats,"2,055",0.88,1.93,1,0,0.26,0.1,67%,0.18,0.13,0.04,0.03,0.03,0.38,17%,1,0.04,37.36,84%,0.05,0.61,0.18,1.36,3.94,4.47,10%,4.6,9%,84,88%,10.6,2.5,10.73,10.91,0.22,2.41,1.84,0.79,0.44,3.46,58%,0.22,13.84,13.2km,0,24,9,5,1,"£7,500 p/w",£475K - £1.5M
- - -,,2000016868,Adem Zorgane,DM,26,Union Saint-Gilloise,Jupiler Pro League,"2,061",1.48,1.18,5,1,1.35,0.09,45%,0.61,0.66,0.22,0.12,0.12,2.2,16%,1,0.04,58.17,90%,0.1,1.09,0.17,0.83,5.5,0.35,50%,0.35,50%,59,61%,10.26,2.31,8.21,7.9,0,1.31,0.87,0.39,0.22,5.5,60%,0.61,8.82,13.7km,0,28,12,5,0,"£4,300 p/w",£325K - £3.1M
- - -,,96145475,Filip Szymczak,ST (C),24,Charleroi,Jupiler Pro League,"1,548",1.34,1.69,8,0,2.44,0.15,55%,1.34,0.64,0.47,0.37,0.32,1.67,19%,0,-,25.47,88%,0.05,0.58,0.17,0.52,0.7,0.64,25%,0.7,27%,30,73%,6.92,1.4,4.42,6.86,0,1.22,0.52,0.12,0.06,10.06,46%,0,5.35,11.8km,0,27,14,3,0,"£1,100 p/w",£55K - £550K
- - -,,85051366,Kenny Lala,D (R),34,Brest,Ligue 1 Uber Eats,"2,067",1.26,1.61,0,0,0.44,0.09,10%,0.04,0.3,-,0.04,0.04,-0.87,-,1,0.04,40.36,84%,0.07,0.65,0.17,1.65,4.88,1.74,14%,2.53,5%,118,81%,10.32,3,14.02,10.89,0.26,2.39,2,0.39,0.22,5.22,61%,0.22,13.15,13.3km,2,41,10,9,0,"£14,000 p/w",£50K - £500K
- - -,,30035411,Hamari Traoré,D (R),34,Paris FC,Ligue 1 Uber Eats,"1,557",1.5,2.2,1,0,0.52,0.08,33%,0.17,0.4,0.06,0.04,0.04,0.26,11%,1,0.06,34.05,84%,0.05,0.64,0.17,1.5,2.66,4.34,11%,4.34,10%,62,79%,11.45,3.29,12.43,10.98,0.17,2.6,1.33,0.75,0.29,3.82,55%,0.35,15.09,13.3km,1,18,7,3,0,"£46,000 p/w",£45K - £450K
